material_id,formation_energy_per_atom,nsites
mp-505333,-0.8579129283333291,36
mp-1212466,-1.136118446269841,36
mp-607409,-0.090539584444441,18
mp-1105851,-0.544096777222217,18
mp-31469,-0.378818996666664,18
mp-29068,-0.7152297805555521,36
mp-22337,-0.5180995300000001,16
mp-1189978,-0.533342354999995,18
mp-737,-0.768720404444441,36
mp-1212499,-0.824096651666668,48
mp-1212462,-0.46463746243534104,16
mp-29933,-0.8869455739285691,21
mp-567490,-0.258195181379311,29
mp-17466,-0.522988868437494,32
mp-570870,-0.48689984321428603,28
mp-976128,-0.002125777500002,6
mp-1212442,-1.121289907083331,18
mp-21104,-0.42706483374999404,16
mp-510691,-0.43733000055555504,18
mp-9952,-0.554143701666665,18
mp-1224498,-0.562651625312501,16
mp-1193847,-0.5419002251724131,29
mp-1212464,-0.8190861031034481,29
mp-1193241,-0.7573526651724121,29
mp-1194470,-0.9630460293103421,29
mp-983480,-0.8702147972413821,29
mp-1224408,-0.33273785222222,9
mp-1224393,-0.29023977111110805,9
mp-1206477,-0.37250686333333505,9
mp-1079155,-0.5332189888888921,9
mp-1212496,-1.9191237544047661,42
mp-1212455,-0.25383042362068703,29
mp-1212450,-0.41340117775862,29
mp-1212443,-0.48144289086206704,29
mp-1212485,-1.9433968133333361,42
mp-672657,-0.463417819137928,29
mp-672689,-0.659060421724135,29
mp-1192795,-0.219458956206894,29
mp-31383,-0.25887834000000404,9
mp-1206239,-0.5111365988888931,9
mp-640158,-0.5401952206896531,29
mp-1206135,-0.48300418444443904,9
mp-1087487,-0.344043299444442,9
mp-580092,-0.600447166551722,29
mp-1205957,-0.297790810000006,9
mp-15297,-0.53671847444444,9
mp-580744,-0.7998302012069001,29
mp-1194036,-0.20087316275861902,29
mp-1016107,-0.561649408750007,26
mp-1212463,-0.627446350588242,34
mp-1200988,-0.17838130117647003,34
mp-623814,-0.793466868333333,30
mp-973612,-0.159731492857141,28
mp-1193334,-0.344912297857141,28
mp-1193558,-0.142253835357142,28
mp-1194204,-0.30667028392856804,28
mp-1193359,-0.238783783214281,28
mp-976584,-0.263471155892856,28
mp-1192670,-0.305767458545915,28
mp-1212479,-0.277448132790173,28
mp-1194426,-0.19337707321428502,28
mp-1192493,-0.16441930714285602,28
mp-1193669,-0.40725731053571,28
mp-1193562,-0.34023150851190503,28
mp-1194358,-0.370557443571428,28
mp-1193183,-0.353386482857142,28
mp-1212448,-1.326342875625,32
mp-1193199,-0.45226666818877403,28
mp-1193800,-0.424342917310267,28
mp-1193862,-0.37483657178571905,28
mp-13156,-0.11359142749999701,4
mp-12657,-0.514484086666667,12
mp-1224303,-0.42217012125000103,4
mp-568718,-0.43728276999999904,8
mp-5221,-0.5731287975,4
mp-10887,-0.328564839999998,4
mp-1224642,-0.421816667499996,12
mp-1078767,-0.682866538888889,9
mp-5748,-0.6473235700000011,4
mp-16501,-0.852085152499999,4
mp-571619,-1.144720113333329,18
mp-864671,-1.097746739999998,4
mp-864909,-0.8224986375000001,4
mp-1224321,-0.43226891333333306,6
mp-9954,-0.992040292499998,8
mp-29646,-0.7454448491666661,12
mp-1079079,-0.785275396944443,9
mp-1007755,-0.6057786524999991,4
mp-1018153,-0.6161256433333331,3
mp-1079296,-0.5250807150000011,8
mp-1224390,-0.213183162999996,10
mp-1994,-1.084847615000001,3
mp-559617,-3.256827000104167,32
mp-13861,-0.532487689583332,16
mp-1017578,-0.8244594524999961,5
mp-1878,-0.17547948321428603,28
mp-2025,-0.2293877075,6
mp-865163,-0.772553663750001,4
mp-12571,-0.630915291666667,6
mp-1212407,-0.226193917500002,12
mp-1212517,-1.815218573999998,40
mp-568346,-2.005601068333334,6
mp-21075,-1.122896435000001,2
mp-1007758,-0.09590878000000201,4
mp-865174,-0.7365736325000001,4
mp-29422,-2.028435395,10
mp-2027,-0.434389815000002,2
mp-20730,-0.39512803375000005,4
mp-9801,-0.8039544433333331,12
mp-1102310,-0.6635090491666711,12
mp-1095427,-1.111699567658732,12
mp-1103227,-0.8228001208333331,12
mp-22315,-0.42992853888888705,18
mp-1224445,-1.287711176428569,14
mp-1200972,-0.412178947083333,48
mp-1204660,-0.5670518572916651,48
mp-3650,-0.682466131666661,12
mp-1077453,-0.511830876666667,6
mp-1080469,-0.405627747499998,8
mp-1080723,-0.49972197312499905,8
mp-22489,-0.582629535,12
mp-20401,-0.437764233749999,8
mp-1079332,-0.517798169374999,8
mp-1018713,-0.26913109166666604,6
mp-31033,-4.101514556333337,30
mp-333,-0.34612559333333204,6
mp-1212428,-0.701548264166669,12
mp-22191,-0.543754382777777,9
mp-22434,-1.039672391547618,12
mp-1102314,-0.7469907991666651,12
mp-28378,-0.6500757999999981,24
mp-510188,-0.578133401250004,24
mp-11440,-0.5036237225000041,12
mp-21660,-0.49562482175000105,40
mp-30269,-0.542446792249999,40
mp-11387,-0.41549907749999804,4
mp-1025193,-0.355050945714286,7
mp-12952,-0.585433001666667,6
mp-1095158,-0.529204090000001,9
mp-3576,-0.4638731675,4
mp-1018714,-0.3825865525,6
mp-1079860,-0.639977079166664,9
mp-20381,-0.7626544388888901,18
mp-571609,-0.9653750486111051,18
mp-1079842,-0.820570904722217,9
mp-865019,-0.8941999968749931,4
mp-865010,-0.670260705,4
mp-13683,-0.48512191666666604,6
mp-1102841,-0.8403105958333351,12
mp-1095449,-0.601977546666669,12
mp-1095196,-0.6737086266666661,9
mp-17746,-0.8280387022222231,18
mp-21340,-0.9810960783333321,12
mp-1102945,-0.9469497525000031,12
mp-1080489,-0.8069843672222221,9
mp-1184684,-0.723460469999999,4
mp-7918,-1.219511659166665,6
mp-7917,-1.090815744114582,6
mp-13964,-0.760137838333335,6
mp-567817,-0.532731018333336,12
mp-27731,-0.542260452500002,3
mp-1194675,-1.825563030434782,46
mp-571445,-1.429331735598959,24
mp-568002,-1.164490951249999,8
mp-569059,-1.216609491000001,20
mp-567441,-1.659509371666664,6
mp-864715,-0.281194352500001,4
mp-600125,-0.161315811666666,4
mp-864734,-0.7379010299999991,4
mp-865066,-0.853484677499999,4
mp-1007786,-0.9479872649999981,4
mp-1524302,-1.061796515000004,4
mp-2126,-0.817064965000003,4
mp-983123,-0.5695663937499961,4
mp-865020,-0.83837989375,4
mp-1245813,-1.656186981249999,8
mp-865049,-0.7176808237499971,4
mp-1184572,-0.999907633749999,4
mp-865050,-0.863708256249999,4
mp-1974638,-0.15561213765804802,24
mp-11449,-0.130002007988503,12
mp-1224495,-0.357374708477012,12
mp-1205992,-3.762555499741379,8
mp-1197835,-0.38094469989942503,48
mp-1080769,-0.5346878020881211,9
mp-1197660,-0.46547472719109306,48
mp-1212189,-1.008794752524629,12
mp-865091,-0.887145171120689,4
mp-20192,-0.665835814310346,12
mp-1203090,-0.6351509738577561,48
mp-2363,-0.173352725,6
mp-7032,-0.9675499626587241,9
mp-2828,-1.982478059375001,2
mp-541911,-2.150861657083332,6
mp-38818,-0.900500823333336,6
mp-1224334,-0.8604599625000021,4
mp-22637,-1.024606825714284,12
mp-865094,-0.481426192500002,4
mp-1018056,-0.5166862600000001,4
mp-1078574,-0.576158024999992,8
mp-12174,-0.517618210249997,40
mp-1212191,-0.791323920833316,12
mp-1102702,-0.775113594166668,12
mp-1102032,-1.110125006825399,12
mp-924128,-0.630728398333329,3
mp-352,-4.019811040833332,12
mp-11452,-0.8459137749999991,2
mp-9953,-1.431191451488096,8
mp-1102018,-1.001727495317463,12
mp-768745,-3.195483319178573,40
mp-1080463,-0.9693718804365151,9
mp-15963,-1.145337118769842,9
mp-864926,-0.39800769499999605,4
mp-1007692,-0.7063107775,4
mp-11453,-0.8964716099999991,16
mp-865166,-0.650163756666662,6
mp-1007691,-1.260586500000002,4
mp-11456,-1.184154229375003,16
mp-1224475,-0.9544547249999991,20
mp-1689,-0.39403369750000805,12
mp-1079831,-0.7654363352777771,9
mp-1027,-0.8043756524999991,4
mp-2802,-0.9023381424999991,2
mp-1206743,-1.691345381406254,2
mp-985829,-1.806995168541668,3
mp-9922,-1.373804485859373,8
mp-557792,-1.7779428605555552,36
mp-13450,-0.6129251225000011,12
mp-2180,-0.45865685166666903,24
mp-1224358,-0.23452830999999702,6
mp-865165,-0.390758068750002,4
mp-1224337,-0.5461937625000011,6
mp-865001,-0.564750781249996,4
mp-865041,-0.9569838462499971,4
mp-865030,-0.732529233749996,4
mp-985831,-1.564946299374999,3
mp-1042,-0.8552623112500011,8
mp-22258,-0.7437544383333301,12
mp-1101952,-0.9162791341666671,12
mp-4609,-3.655536861666667,12
mp-1189249,-0.93742434611111,18
mp-10457,-0.9863041733333321,12
mp-10456,-1.179526186666663,12
mp-13472,-1.129009469999999,12
mp-1212161,-1.004349298888892,18
mp-866062,-0.87005298375,4
mp-7916,-1.262995879270832,6
mp-13962,-1.102706933020831,6
mp-13963,-0.7901056366666661,6
mp-1102732,-0.6533143491666681,12
mp-1079038,-0.6949092516666721,9
mp-11869,-0.782001370000003,3
mp-2960,-0.727332077222224,18
mp-866221,-0.771035163749997,4
mp-866219,-0.7016819350000031,4
mp-8725,-1.287100282687501,20
mp-1224283,-0.8768410928888901,6
mp-1224285,-0.9431467493333371,4
mp-865025,-0.39615333558333504,4
mp-865038,-0.564904271833334,4
mp-11460,-0.528263555000002,2
mp-1095669,-0.40995929166666606,12
mp-1184589,-0.345843667500002,4
mp-865023,-0.3720080525,4
mp-866114,-0.394319512499997,4
mp-32887,-0.9932034833333311,3
mp-18352,-2.146241022708333,48
mp-1168,-0.5166645833333371,12
mp-1224453,-2.049278649333334,35
mp-1189341,-1.050959443255209,16
mp-1102545,-1.122332672282985,12
mp-645513,-1.9073256970940191,39
mp-1212147,-3.213438970500001,20
mp-9396,-1.249015790138887,12
mp-9397,-1.08691476172743,12
mp-1212176,-3.535952055000002,28
mp-12890,-0.7054986188888891,18
mp-1224240,-0.6928637562499981,4
mp-1224394,-1.874428318124998,4
mp-505679,-2.8863555272499983,40
mp-557938,-3.7037399425,8
mp-1018726,-0.619037481666667,6
mp-1095442,-1.162890813492064,12
mp-1018720,-0.778411526666668,6
mp-1400,-0.16878251833333002,6
mp-1016106,-0.06775255323529601,34
mp-514,-0.278166579999999,6
mp-1224173,-0.37954132249999906,4
mp-866108,-0.22893545625000303,8
mp-866117,-0.476041041249999,4
mp-866094,-0.196791697499998,4
mp-864798,-0.7433310700000011,4
mp-1014251,-1.242404935625,4
mp-864807,-0.430705482499998,4
mp-1184560,-0.679627562499998,4
mp-1184580,-0.9197817312500011,4
mp-1184647,-0.383389598750003,4
mp-1224247,-1.990641963125003,4
mp-1184607,-0.756769933749999,4
mp-974943,-0.46442279875000003,4
mp-3810,-1.465298451944445,9
mp-29170,-1.292650168863637,22
mp-554921,-0.582541794642855,14
mp-761037,-0.43295814916666703,18
mp-23407,-0.8044650508333331,18
mp-754065,-1.6203834302777782,9
mp-1224171,-0.531406670657898,19
mp-540925,-1.859988353888891,36
mp-3167,-0.502389455625003,7
mp-28136,-0.541214396250005,16
mp-558802,-1.357248065000004,14
mp-5824,-0.739543580714287,28
mp-28455,-1.9723853244805198,22
mp-27171,-0.490929933344155,11
mp-28875,-0.24673058523809702,12
mp-561472,-1.88880420352041,28
mp-755465,-0.8439466536363641,22
mp-11870,-0.016613125000001002,3
mp-7461,-1.345323850357145,14
mp-557697,-1.467053617727276,22
mp-557637,-0.9253474820572931,24
mp-570125,-0.7323322640277781,24
mp-29894,-1.448770275000004,14
mp-4710,-1.663841944166668,22
mp-29096,-0.6122714735714321,28
mp-23418,-0.703719284642854,14
mp-7580,-1.022654033928574,14
mp-29956,-0.467214151785717,28
mp-31075,-0.64565954745536,28
mp-27851,-0.5136008886607121,14
mp-1212164,-0.8669906036607161,14
mp-29955,-0.505236284955359,28
mp-27853,-0.612633355119052,14
mp-27852,-0.48409618964285905,14
mp-28579,-0.47491534154762505,28
mp-27292,-1.961926048382353,34
mp-555833,-0.5420243117000001,50
mp-4445,-1.059179917812502,32
mp-1203433,-1.059342347222227,36
mp-1104411,-1.099962459500002,15
mp-1192395,-0.8160958905000031,30
mp-554914,-1.512991686517859,32
mp-1202782,-0.5270091986796921,40
mp-30890,-1.187770245833333,30
mp-542115,-1.017421652158204,32
mp-754598,-0.876154645317715,30
mp-1190557,-0.9209023566666681,24
mp-1194941,-0.93477624997396,48
mp-31132,-1.518836074090911,22
mp-29710,-1.7267410380219812,26
mp-936,-0.123063639999998,5
mp-23543,-0.6913931947727301,22
mp-23358,-0.752103948409092,22
mp-1812,-0.001952477500005,22
mp-29958,-1.399635345093989,38
mp-541193,-0.6106302279166691,48
mp-1105456,-2.179017322631587,19
mp-1195247,-2.026376432222223,36
mp-30284,-1.362179759999999,10
mp-1077915,-0.30233139142857,7
mp-23177,-0.689096676250002,4
mp-23292,-0.8287702491666711,6
mp-27994,-0.395069115,20
mp-22897,-0.621251812500002,4
mp-22855,-0.683485675,12
mp-706,-1.314067998750001,4
mp-8177,-1.5725115458333332,3
mp-1212424,-0.48420039810000004,50
mp-24426,-1.080913883871528,36
mp-24294,-0.6833557655357151,28
mp-696272,-0.8757274641071431,28
mp-23844,-1.332393404687502,16
mp-22859,-0.443566703750002,4
mp-23192,-0.564617394374998,6
mp-557250,-0.7511069195833351,24
mp-19363,-1.5400649545833351,12
mp-542289,-0.7476093455,40
mp-1224,-0.635057482500004,8
mp-1190352,-1.9575672706168832,22
mp-1025302,-0.36964489530612304,7
mp-27178,-0.485285830928573,10
mp-7293,-0.18159127153273802,20
mp-546862,-1.356247624642857,7
mp-35659,-1.854256394687503,8
mp-2685,-0.166715511250002,4
mp-977454,-0.159579113125003,4
mp-1184658,-0.135616335624999,4
mp-1077944,-0.272027339263394,7
mp-1102023,-0.430176131614582,12
mp-15639,-1.633558684687502,8
mp-1123,-0.375539930000003,2
mp-1200258,-1.541661365249989,40
mp-1106367,-0.18558254200000002,20
mp-3228,-1.470038915833334,12
mp-1018722,-0.23692071328125003,6
mp-9228,-1.048512630968753,20
mp-10796,-0.9649444916406221,12
mp-2730,-0.19013660875000202,2
mp-1192364,-2.107091754722222,30
mp-144,0.0,2
mp-1104954,-0.301560647307691,13
mp-31179,-0.43020847500000803,13
mp-1212162,-0.35288069538461203,26
mp-1212388,-0.5132906561538401,26
mp-973634,-0.29895053571429103,14
mp-29796,-1.8941276346875,48
mp-1224046,-0.34874506576923003,13
mp-1224088,-0.38841038192307303,13
mp-1207012,-0.399051718999999,5
mp-20410,-0.43958457966666303,10
mp-1204787,-0.49791088574073805,36
mp-770754,-0.9835183068749991,32
mp-1105128,-0.33117666736842005,19
mp-573995,-0.559335152666665,5
mp-1188650,-0.49884254685185103,18
mp-4415,-0.5962811130000061,5
mp-5835,-0.7916460150000001,5
mp-4539,-0.48412519499999807,5
mp-9421,-2.085447309285714,14
mp-1224178,-1.005112281205354,14
mp-4105,-0.6250300229999991,5
mp-571500,-0.44229857666666406,5
mp-1193628,-0.27778935692307505,26
mp-3191,-0.648340226999997,5
mp-1104739,-0.32048440846153303,13
mp-1095528,-0.7365895831818171,11
mp-4742,-0.7826105309999981,5
mp-569650,-0.8711544749999981,5
mp-5260,-0.6410710109999991,5
mp-1103844,-0.341318992824932,13
mp-5666,-0.476937864172407,5
mp-1104742,-0.320965839429708,13
mp-5796,-0.674938692793099,5
mp-20630,-0.137181406352786,13
mp-36662,-1.0405268845,15
mp-1103507,-0.623665355714286,14
mp-1212548,-0.39076993631578805,38
mp-1104221,-0.829882732755101,14
mp-31009,-0.5627398506666651,10
mp-4291,-0.681652212999996,5
mp-2906,-1.007345888857142,5
mp-567458,-1.031057830857142,5
mp-569013,-0.578963702999999,5
mp-567513,-1.086479175000001,5
mp-2924,-0.8262360509999981,5
mp-542390,-0.44306308230769104,26
mp-5219,-0.809614938999999,5
mp-4148,-0.907235997,5
mp-16377,-1.164732520000001,10
mp-3895,-1.114852260999995,5
mp-5720,-0.8828779309999981,5
mp-1212366,-0.600998441989797,14
mp-1199972,-0.32094997983179,41
mp-569851,-0.704333649814815,27
mp-2214312,-1.9964796577083321,27
mp-677152,-2.011044901913577,27
mp-1201298,-0.6395073076190431,42
mp-1199978,-0.570038662857138,42
mp-1203269,-0.712722199047615,42
mp-1212501,-0.357475915457973,32
mp-1212429,-0.27485347055555504,18
mp-30969,-0.17543571815789102,38
mp-1212423,-0.203698937058816,17
mp-31109,-1.013785860833325,40
mp-1212509,-0.37703960631578703,19
mp-1212357,-0.8606958946428551,28
mp-1224217,-0.631909603823526,17
mp-14125,-0.477458816607142,28
mp-1212420,-0.6637801166071411,28
mp-1212406,-0.702366868035712,28
mp-1212385,-0.532463305535695,28
mp-1212381,-2.656624027058823,34
mp-1095435,-0.575331495909088,11
mp-768978,-2.66667841602941,34
mp-769014,-2.347713149073661,28
mp-771136,-2.087304098943013,34
mp-1184631,-0.36814316791666,4
mp-16502,-0.344653696666663,12
mp-3328,-0.577433002857144,7
mp-10528,-0.7710894600000011,5
mp-1224190,-0.6831535377380941,21
mp-30385,-0.7452779566666641,12
mp-1025183,-0.5730752973809511,7
mp-1200778,-0.668125050555553,36
mp-1212391,-0.640367772777775,36
mp-1198017,-0.686881206388888,36
mp-7013,-3.586752802083332,24
mp-1067937,-2.974778947999999,5
mp-1640,-0.288692674999992,3
mp-20374,-2.497832707857141,7
mp-9006,-2.6017212429999983,5
mp-1205581,-0.28503695699999504,10
mp-863651,-0.379070246666661,4
mp-1206107,-0.7981329659999961,10
mp-6942,-1.9445848871428542,14
mp-3706,-0.7903124863095221,21
mp-1023,-0.078507607631578,38
mp-1205546,-0.656456314999997,10
mp-1189461,-0.567817812999998,20
mp-977345,-0.7245704340000001,20
mp-1080818,-0.738762408999998,10
mp-1224096,-0.650535217142857,7
mp-1190336,-2.338044712301586,21
mp-8499,-0.311419584999997,7
mp-867283,-0.35695308999999603,4
mp-1191181,-0.7076300658333311,21
mp-1200585,-0.6580668889999971,40
mp-1103948,-0.29403189714285705,14
mp-1224004,-0.5904729254166621,6
mp-1206810,-0.41095073549999905,5
mp-1207237,-0.5803655854999991,5
mp-1223927,-0.5223690318749961,4
mp-753692,-3.088216099090916,22
mp-15827,-0.690363926999994,10
mp-10308,-0.9339066419999961,10
mp-1205791,-0.7946975620000031,10
mp-17534,-0.769641921999998,20
mp-1105625,-0.6287070824999981,20
mp-20686,-0.33283179555554904,6
mp-865297,-0.38647792208333104,4
mp-1080710,-0.8083109793333331,10
mp-1068024,-0.5288394293333271,5
mp-7241,-0.8716588713333281,10
mp-1184593,-0.930758079999997,4
mp-864625,-0.9026375974999951,4
mp-867277,-0.25087807624999603,4
mp-1205563,-0.223123537999998,10
mp-863723,-0.755568054999999,10
mp-977392,-0.288879742916662,4
mp-1205562,-0.37910023199999704,10
mp-1232270,-2.165219511428566,14
mp-1205678,-0.6707979269999981,10
mp-1192228,-0.7100003275082091,21
mp-754918,-2.9032127205329132,22
mp-505335,-0.6225257480948271,40
mp-1212340,-2.8608171287931032,20
mp-5051,-0.358858727857141,7
mp-29142,-2.5226089430952383,42
mp-16811,-3.191563560833332,36
mp-1202575,-0.7375992274999951,36
mp-16779,-3.085675563627449,34
mp-1191795,-0.5284165896428571,21
mp-28412,-0.7705393282142851,21
mp-3398,-0.518955829999991,5
mp-1078261,-0.594722595999999,10
mp-1190300,-0.39716890611110806,18
mp-1212324,-0.49854133358974106,26
mp-1184689,-0.414829864999996,4
mp-812,-4.027559444749998,40
mp-1212373,-0.3892543945,20
mp-1224115,-0.9200928605952411,21
mp-1178175,-2.546348146818181,22
mp-31089,-0.8380224769999941,10
mp-861941,-0.6704483924999971,4
mp-1102104,-1.070041939999995,12
mp-755635,-2.466693449999999,22
mp-1025320,-0.594504395714284,7
mp-1204182,-0.551199701999998,40
mp-1204735,-0.7103799661111081,36
mp-1184737,-0.42699720149999704,20
mp-861965,-0.648692167499998,4
mp-878,-2.376410549020833,30
mp-12670,-3.592784443499997,5
mp-1067935,-3.041918071999998,5
mp-1212379,-0.8800466086111101,36
mp-9824,-2.184930186937501,20
mp-13974,-3.494920356468746,5
mp-18662,-3.675094839090908,44
mp-1212362,-0.8771613758333311,24
mp-2752077,-0.9520886712500001,24
mp-17485,-0.9262498704166611,24
mp-1105923,-0.704822147222223,18
mp-1212337,-0.9614449339999991,20
mp-1223968,-0.8281536162499961,4
mp-17065,-3.798526289375006,32
mp-3884,-3.027425837727271,22
mp-1188971,-0.689022980999997,20
mp-1189209,-1.6656492915,20
mp-542514,-2.3061196877450962,34
mp-5572,-2.197887281166678,40
mp-1178173,-3.32919161533333,5
mp-768762,-3.028521803518517,36
mp-1223956,-2.132453860333329,5
mp-768695,-3.791100260378852,44
mp-510084,-0.8589068213888891,36
mp-768605,-3.890509348541666,32
mp-861993,-0.32988803374999803,4
mp-861994,-0.31191229083333205,4
mp-1184618,-0.503360216875002,4
mp-1184644,-0.370566932499999,4
mp-775211,-3.317423112222221,36
mp-30713,-0.23626001684210302,19
mp-861600,-0.387168546666664,4
mp-867320,-0.37794214999999803,4
mp-1212256,-0.6831074202631571,38
mp-1212260,-0.6611149184210511,38
mp-30791,-0.5738117627272711,22
mp-3683,-0.622964346818179,11
mp-31423,-0.6841016795454541,11
mp-1103249,-0.49489614863636305,11
mp-1191722,-0.560826837727271,22
mp-1224476,-0.379562236111109,18
mp-1212386,-0.730676966995074,29
mp-1212316,-0.8775587983333321,30
mp-1212354,-0.831926794655172,29
mp-1191275,-0.665978022727271,22
mp-29677,-0.40051357799999304,5
mp-1017577,-1.098518032749999,5
mp-1191254,-0.601426517196967,22
mp-622565,-0.15299160187499602,16
mp-31046,-0.6112540321969681,22
mp-1189310,-0.7789817489999981,20
mp-555509,-1.710859635624995,24
mp-17486,-1.799584653124997,24
mp-1192262,-0.612727294924241,22
mp-1197194,-0.5319828224999961,40
mp-1197590,-0.642007959374997,32
mp-1189051,-2.021794897249994,20
mp-1202254,-0.331870976250002,40
mp-29118,-0.9234033056249971,16
mp-30172,-0.7746146687499991,16
mp-1675,-0.772105024285708,14
mp-542748,-0.688896161875,16
mp-1188109,-0.42533750541665905,16
mp-31057,-1.067085231333329,5
mp-1189120,-0.588374050624995,16
mp-1191455,-0.6235329538270621,22
mp-1189188,-0.24496251624999402,16
mp-1192069,-0.512078376527766,24
mp-1190282,-0.7864457729166641,24
mp-1190011,-0.333544759375001,16
mp-1206983,-0.539698745999997,5
mp-1104206,-0.9825632921428561,14
mp-1188476,-0.8041345443749961,16
mp-973395,-0.701770433636364,22
mp-769345,-3.321651627499998,48
mp-1189938,-0.326157514374995,16
mp-1106363,-0.914177678999999,20
mp-771762,-2.668668721999999,40
mp-1212301,-3.434945239545452,22
mp-2212065,-3.310297516931818,22
mp-1224056,-2.304558512890624,12
mp-13840,-4.018259092499997,20
mp-607806,-2.16404069513393,28
mp-1105133,-0.8885523505882331,17
mp-1079218,-0.517460868000002,10
mp-31416,-3.87093620930303,22
mp-1212310,-0.757923104864865,37
mp-1212326,-1.005797907837834,37
mp-15238,-0.328535149999996,18
mp-1154,-0.286120912954541,44
mp-570404,-0.23357492999999402,24
mp-1212283,-0.516213347083331,24
mp-1212299,-0.28449960291666004,24
mp-1212312,-0.43800615541666305,24
mp-1212306,-0.595157743333324,24
mp-569478,-0.480857542499993,24
mp-1212232,-0.598272914117646,17
mp-1212255,-0.615823419411762,17
mp-978039,-0.498542514782607,23
mp-1189529,-0.8796636111764691,17
mp-13510,-0.767691381515147,11
mp-567479,-0.5815388636111091,24
mp-570015,-0.547954094861106,24
mp-1212342,-0.134863237083332,24
mp-1212308,-0.18975136333333,24
mp-1212304,-0.38707401291665905,24
mp-1212321,-0.23691675749999702,24
mp-863728,-0.346240300952381,21
mp-505720,-0.6161585462280681,38
mp-1193486,-0.538180510333332,30
mp-1224122,-3.955569812631579,19
mp-1203317,-0.607385347826085,46
mp-643659,-0.767795012631577,38
mp-1201660,-0.537306164210525,38
mp-21816,-0.795435211052629,38
mp-1212216,-0.9948254538888851,18
mp-1191532,-0.5101470324242411,22
mp-1191114,-0.679242691515148,22
mp-1212246,-0.8055696451515121,22
mp-29937,-3.364179312631576,19
mp-1212227,-0.757827610666667,30
mp-1212206,-1.050691224444443,18
mp-31465,-0.796138401562501,32
mp-1212221,-0.7686687256249981,16
mp-1224618,-0.8799815080753951,36
mp-1212341,-0.533888888437494,32
mp-510594,-0.7388014699999971,32
mp-1106032,-0.7890066449999971,16
mp-1105990,-0.722081405555553,18
mp-1196008,-0.8384785474999961,36
mp-1189750,-0.366502071874995,16
mp-1104687,-0.6688126042857101,14
mp-1197997,-0.8274089021874941,32
mp-1212503,-0.5595750165624941,32
mp-640383,-0.7658430271874971,32
mp-1199917,-0.8595362255753961,36
mp-30730,-0.516900874999993,16
mp-1203932,-0.503604366111106,36
mp-1104820,-0.363316775714281,14
mp-1102510,-2.369066010390623,12
mp-2681,-1.038638835624997,16
mp-1212203,-0.8509805787499971,16
mp-13236,-0.7807739637500001,16
mp-30735,-0.705871321874996,16
mp-1181055,-0.435837798124993,16
mp-1205128,-0.8207187440277761,36
mp-1193845,-0.37063730896551506,29
mp-976064,-0.736491792592586,9
mp-30328,-0.40966013111110605,9
mp-11844,-0.28560634361110704,18
mp-1212180,-0.25816362296295803,18
mp-23047,-0.5537700360536381,9
mp-1079239,-0.7149115360536421,9
mp-1212289,-0.913460130009155,39
mp-753766,-3.637388602236824,19
mp-1212285,-1.536699949090907,44
mp-5321,-0.39648978083333103,36
mp-567566,-1.39559413875,20
mp-570940,-0.6646898492361091,24
mp-1188549,-1.497866211249993,20
mp-1106336,-0.620573199999996,20
mp-1191834,-0.39730759187499604,24
mp-1192267,-0.33336873916666304,24
mp-1195820,-2.099864843684207,38
mp-2778,-0.32771211833333,2
mp-2120,-0.323417429444444,3
mp-864775,-0.31993266541666904,4
mp-31449,-0.38020041888888,6
mp-18262,-1.565599189166663,32
mp-12955,-1.4328078040885401,16
mp-4311,-0.57311995222222,6
mp-12904,-1.112067171249997,8
mp-1188420,-0.477974344374999,16
mp-391,-0.581286311666666,6
mp-16503,-0.6416250387499991,8
mp-1184638,-0.47123678750000003,8
mp-1224113,-0.42391713699999806,5
mp-1212127,-0.651546777499998,18
mp-16504,-0.5457573399999981,12
mp-16621,-0.568672183181816,22
mp-861934,-0.326717519583329,4
mp-1102992,-0.893311231666667,12
mp-1212096,-0.5545350587500001,24
mp-1078489,-0.45223285833333005,9
mp-1077785,-0.643018766666665,6
mp-2909,-0.611272992777776,9
mp-1223899,-0.527795862499993,6
mp-1102737,-0.9376719450000001,12
mp-1103032,-1.277070362500002,12
mp-1212088,-0.9261962774999981,12
mp-1206025,-0.66815269333333,6
mp-295,-1.798619483749998,2
mp-12944,-2.847563612916665,12
mp-1095550,-1.3791135499999991,12
mp-1102733,-1.703941474999998,12
mp-2011092,-1.774456530937496,12
mp-1212091,-1.6418201305208342,12
mp-1007666,-0.9956048700000011,4
mp-990,-0.9597976883333291,3
mp-30386,-0.789885005000002,8
mp-30387,-0.650833819000001,5
mp-1104585,-0.26509297961538403,13
mp-2267,-0.672561126666667,3
mp-15603,-0.5366576927083321,32
mp-1072182,-0.692913722222217,6
mp-1189925,-0.587166850208332,16
mp-1181033,-0.6182414502083311,16
mp-2985,-0.47519775555555505,6
mp-1205558,-0.625257528499997,10
mp-569281,-0.660568279,20
mp-1191115,-0.6310179636111091,24
mp-1190601,-0.5863217123611091,24
mp-1212116,-0.614936766111109,24
mp-974392,-0.6400401881944441,24
mp-976384,-0.598663788611117,24
mp-504877,-0.562104629242422,44
mp-752713,-3.557053922833332,30
mp-3710,-0.80213519683333,5
mp-1193889,-0.185222319285714,28
mp-22866,-1.045278150000001,2
mp-546625,-2.418701072499999,8
mp-549127,-2.470130923125,8
mp-551101,-2.32765876125,8
mp-1009132,-1.03782529,3
